,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
3396,CA,West Modesto CDP,53.2,2.4,1.5,4.6,62.1
3397,CA,Westmont CDP,15.8,51.1,0.6,0.4,46.7
3398,CA,Westmorland city,46.7,0.9,1.7,0.5,87.1
3399,CA,West Park CDP,52,2.8,2.8,4.7,76
3400,CA,West Point CDP,83.5,0,6.4,0.3,9.9
3401,CA,West Puente Valley CDP,50.3,2.1,1.1,7.3,85.5
3402,CA,West Rancho Dominguez CDP,18.6,52.5,0.6,0.8,44.6
3403,CA,West Sacramento city,60.6,4.8,1.6,10.5,31.4
3404,CA,West Whittier-Los Nietos CDP,59.4,1,1.5,1.5,87.6
3405,CA,Westwood CDP,86.8,0.2,6.3,0.6,10.9
3406,CA,Wheatland city,76.2,1.2,1.7,5.9,17.9
3407,CA,Whitehawk CDP,94.7,0,0,0.9,1.8
3408,CA,Whitewater CDP,74,4.3,3.6,2.4,31.1
3409,CA,Whitley Gardens CDP,91.2,0.4,2.1,0.4,15.1
3410,CA,Whittier city,64.6,1.3,1.3,3.8,65.7
3411,CA,Wildomar city,69.5,3.3,1.2,4.5,35.3
3412,CA,Wilkerson CDP,93.1,0,2.3,0.9,9.4
3413,CA,Williams city,54.4,1.2,1.1,1.8,76
3414,CA,Willits city,79,0.7,4.4,1.4,20.6
3415,CA,Willowbrook CDP,22.9,34.4,0.8,0.3,63.9
3416,CA,Willow Creek CDP,80.4,0.4,9.8,0.8,6.3
3417,CA,Willows city,69.8,1.3,2.2,5.1,32.8
3418,CA,Wilsonia CDP,100,0,0,0,0
3419,CA,Wilton CDP,78.9,3.2,0.8,5.4,12.7
3420,CA,Winchester CDP,62.2,1.5,0.7,1.8,48.7
3421,CA,Windsor town,73.9,0.8,2.2,3,31.8
3422,CA,Winter Gardens CDP,81.6,2,1.1,1.7,20.8
3423,CA,Winterhaven CDP,62.2,1,9.4,0.3,66.2
3424,CA,Winters city,70,0.6,0.8,1,52.4
3425,CA,Winton CDP,53.7,1.6,1.3,6.6,71.3
3426,CA,Wofford Heights CDP,92.6,0.3,1.9,0.5,7.1
3427,CA,Woodacre CDP,91.3,0.2,0.3,2,5.7
3428,CA,Woodbridge CDP,75.2,0.4,1.2,5,31
3429,CA,Woodcrest CDP,72.6,5,0.5,5,28.7
3430,CA,Woodlake city,50.7,0.5,1.5,0.7,87.7
3431,CA,Woodland city,62.9,1.5,1.3,6.2,47.4
3432,CA,Woodlands CDP,93.9,1.2,0,3.1,4.7
3433,CA,Woodside town,89.2,0.4,0.1,6.3,4.6
3434,CA,Woodville CDP,77.3,0.1,1.8,0.3,88.8
3435,CA,Wrightwood CDP,91.2,0.8,0.6,1.1,11.9
3436,CA,Yankee Hill CDP,91.6,0.6,2.1,1.2,6.6
3437,CA,Yettem CDP,22.7,2.4,0,0,94.3
3438,CA,Yolo CDP,61.8,0,2,0,65.1
3439,CA,Yorba Linda city,75.1,1.3,0.4,15.6,14.4
3440,CA,Yosemite Lakes CDP,89,0.8,1.8,1,10.4
3441,CA,Yosemite Valley CDP,80.3,2.7,3,3,11.9
3442,CA,Yountville city,89.4,1.3,1,1.7,9.9
3443,CA,Yreka city,83.6,0.7,6.3,1.2,9.7
3444,CA,Yuba City city,57.6,2.5,1.4,17.2,28.4
3445,CA,Yucaipa city,79.5,1.6,0.9,2.8,27.1
3446,CA,Yucca Valley town,83.5,3.2,1.1,2.3,17.8
3447,CA,Zayante CDP,91.8,1.4,0.9,0.6,8.1
3448,CO,Acres Green CDP,88.1,1.7,0.5,1.6,12.3
3449,CO,Aetna Estates CDP,77.9,2.6,2.2,0.7,31.3
3450,CO,Aguilar town,80.3,0.2,4.6,0,46.1
3451,CO,Air Force Academy CDP,79.9,5.9,0.4,3.9,11.2
3452,CO,Akron town,96.1,1.5,0.1,0.2,9.6
3453,CO,Alamosa city,69.8,1.7,3.2,1.2,53.2
3454,CO,Alamosa East CDP,72.7,0.2,2.5,0.9,54.1
3455,CO,Allenspark CDP,98.1,0.4,0.4,0,2.7
3456,CO,Alma town,93.3,0.4,1.1,0,7
3457,CO,Alpine CDP,93.1,0.6,1.1,1.1,11.5
3458,CO,Altona CDP,94.4,0.8,0.4,2,5.2
3459,CO,Amherst CDP,96.6,0,0,0,22.4
3460,CO,Antonito town,67.9,0.8,4.4,0.1,85.1
3461,CO,Applewood CDP,93.5,0.6,0.8,1.6,5.6
3462,CO,Arboles CDP,81.4,0.7,3.2,0.4,22.1
3463,CO,Aristocrat Ranchettes CDP,79.4,0.6,0.4,0.1,46.2
3464,CO,Arriba town,93.8,0.5,0,1.6,6.2
3465,CO,Arvada city,89.8,0.9,0.8,2.2,13.7
3466,CO,Aspen city,93.9,0.8,0.3,1.5,7.5
3467,CO,Aspen Park CDP,95.5,0.2,0.1,1.7,3.1
3468,CO,Atwood CDP,92.5,0,3,0,8.3
3469,CO,Ault town,87.6,0.4,1.2,0.5,30
3470,CO,Aurora city,61.1,15.7,1,4.9,28.7
3471,CO,Avon town,76.3,1.8,0.5,1.1,49
3472,CO,Avondale CDP,80.9,0.9,2.4,0.1,59.8
3473,CO,Bark Ranch CDP,97.7,0,0,0.9,0.5
3474,CO,Basalt town,86.1,0.8,0.5,1.3,20.3
3475,CO,Battlement Mesa CDP,87.8,0.4,1.8,0.3,17.7
3476,CO,Bayfield town,88.4,0.2,4.1,0.3,13.2
3477,CO,Bennett town,91.8,0.3,1.2,0.3,10.7
3478,CO,Berkley CDP,66.3,1.6,2,4,55.7
3479,CO,Berthoud town,93.1,0.2,0.9,1,8.6
3480,CO,Bethune town,82.3,0.4,0.8,0,36.7
3481,CO,Beulah Valley CDP,95.9,0.2,0.7,0,7.2
3482,CO,Black Forest CDP,93.7,1.3,0.6,1.3,4.9
3483,CO,Black Hawk city,91.5,0,3.4,0,9.3
3484,CO,Blanca town,69.1,0.5,0.5,2.1,60.8
3485,CO,Blende CDP,82.2,0.8,0.9,0.8,45.9
3486,CO,Blue River town,98.6,0.5,0.2,0.5,2.8
3487,CO,Blue Sky CDP,58.3,0,12.5,16.7,20.8
3488,CO,Bonanza town,100,0,0,0,0
3489,CO,Bonanza Mountain Estates CDP,95.3,0,0,2.3,0.8
3490,CO,Boone town,88.5,0.6,1.2,0,27.4
3491,CO,Boulder city,88,0.9,0.4,4.7,8.7
3492,CO,Bow Mar town,95.6,0.2,0.1,1.4,2.9
3493,CO,Brandon CDP,100,0,0,0,0
3494,CO,Branson town,91.9,0,1.4,1.4,27
3495,CO,Breckenridge town,93.1,0.7,0.1,1.2,9
3496,CO,Brick Center CDP,86,1.9,0,0.9,10.3
3497,CO,Brighton city,77.4,1.5,1.4,1.3,40.5
3498,CO,Brookside town,96.1,0,0.4,0,8.2
3499,CO,Broomfield city,86.1,1.1,0.6,6.1,11.1
3500,CO,Brush city,80.2,1.3,1.5,0.4,36.2
3501,CO,Buena Vista town,96.1,0.4,0.8,0.3,5
3502,CO,Burlington city,83.1,5.2,1,0.5,27.5
3503,CO,Byers CDP,90.7,0.9,1.5,0.4,8.5
3504,CO,Calhan town,93.8,0.5,0.3,1.2,3.5
3505,CO,Campo town,89,0,4.6,0.9,12.8
3506,CO,Ca_on City city,92,1.7,1.7,0.6,9.5
3507,CO,Capulin CDP,56,1,6,1,83
3508,CO,Carbondale town,74.8,1.1,0.9,0.6,39.3
3509,CO,Cascade-Chipita Park CDP,93.8,1.2,0.9,0.7,5.1
3510,CO,Castle Pines CDP,94,1.1,0.1,3.1,2.4
3511,CO,Castle Pines North city,92.6,1.1,0.2,2.6,5.5
3512,CO,Castle Rock town,90.7,1.1,0.6,1.7,10
3513,CO,Cathedral CDP,85.7,0,0,0,14.3
3514,CO,Catherine CDP,85.1,0.4,0.4,3.5,18.9
3515,CO,Cattle Creek CDP,52.6,0.2,0.3,1.6,65.4
3516,CO,Cedaredge town,94.4,0.2,0.8,0.6,7.4
3517,CO,Centennial city,87.3,3.3,0.4,4.4,7.4
3518,CO,Center town,67.5,0.4,2.2,0,87.4
3519,CO,Central City city,90,2.3,2,3.9,11
3520,CO,Chacra CDP,93.3,0.9,0.9,0.3,11.2
3521,CO,Cheraw town,86.1,1.2,0.4,0.4,23
3522,CO,Cherry Creek CDP,83,1.8,0.3,9.6,7.6
3523,CO,Cherry Hills Village city,94.5,0.9,0.1,2.3,3.2
3524,CO,Cheyenne Wells town,94.1,0,0.8,0.9,8.5
3525,CO,Cimarron Hills CDP,75.8,7.1,1,2.5,18.1
3526,CO,City of Creede town,97.2,0.7,0.3,0,2.1
3527,CO,Clifton CDP,84.4,0.9,1.4,0.5,21.3
3528,CO,Coal Creek CDP,95.7,0.1,0.7,1,3.4
3529,CO,Coal Creek town,94.5,0,0.6,0.3,5.2
3530,CO,Coaldale CDP,94.9,0.4,2,0,2.7
3531,CO,Cokedale town,91.5,0,0.8,0,23.3
3532,CO,Collbran town,86.6,4.8,1.8,0.3,16.9
3533,CO,Colona CDP,100,0,0,0,3.3
3534,CO,Colorado City CDP,92.8,0.9,1.5,0.2,13.8
3535,CO,Colorado Springs city,78.8,6.3,1,3,16.1
3536,CO,Columbine CDP,92.5,0.6,0.6,2,8.5
3537,CO,Columbine Valley town,95.3,0.7,0.4,1.5,2.1
3538,CO,Comanche Creek CDP,91.3,1.6,0.3,0.3,9.2
3539,CO,Commerce City city,69.1,3.1,1.5,2.2,46.8
3540,CO,Conejos CDP,62.1,0,0,0,82.8
3541,CO,Copper Mountain CDP,89.9,3.4,1.3,1.6,6.5
3542,CO,Cortez city,79.2,0.4,11.8,0.8,15.8
3543,CO,Cotopaxi CDP,93.6,0,2.1,0,0
3544,CO,Craig city,88.8,0.3,0.9,0.6,17.4
3545,CO,Crawford town,95.8,0,1.4,0.2,2.6
3546,CO,Crested Butte town,95.9,0.1,0.4,1.4,4.2
3547,CO,Crestone town,90.6,0,3.1,0.8,6.3
3548,CO,Cripple Creek city,91.4,0.3,1.5,0.5,10.9
3549,CO,Crisman CDP,97.8,0,0.5,1.1,4.3
3550,CO,Crook town,95.5,0,0,0,9.1
3551,CO,Crowley town,88.6,0,1.7,0.6,54
3552,CO,Dacono city,77.1,0.7,1,2.1,35
3553,CO,Dakota Ridge CDP,90.7,0.8,0.6,2.7,11.1
3554,CO,De Beque town,96.4,0,0.6,0,6.7
3555,CO,Deer Trail town,94.5,0.9,0.7,1.3,1.8
3556,CO,Del Norte town,73.1,0.3,3.7,0.1,56.3
3557,CO,Delta city,82.2,0.3,1.1,0.7,26.1
3558,CO,Denver city,68.9,10.2,1.4,3.4,31.8
3559,CO,Derby CDP,65.8,1.1,1.5,0.6,64.2
3560,CO,Dillon town,89.2,0.3,0.8,2.2,10.8
3561,CO,Dinosaur town,95,0.6,2.9,0.3,8
3562,CO,Divide CDP,95.3,0,1.6,2.4,2.4
3563,CO,Dolores town,90.4,0.3,2.1,0.1,10.9
3564,CO,Dotsero CDP,52.8,1.4,0.1,0.7,81.4
3565,CO,Dove Creek town,92.5,0.1,2.3,0,3.5
3566,CO,Dove Valley CDP,76.6,6.4,0.7,6.6,15.9
3567,CO,Downieville-Lawson-Dumont CDP,93.8,0.8,1.5,0,9.1
3568,CO,Durango city,85.1,0.6,6.3,0.8,12.3
3569,CO,Eads town,97.2,0.5,0.3,0,4.3
3570,CO,Eagle town,87.3,0.4,0.8,0.8,22.3
3571,CO,East Pleasant View CDP,88.2,3.1,2,0.3,11.2
3572,CO,Eaton town,93.3,0.3,0.6,0.5,12.1
3573,CO,Eckley town,94.2,0,0.4,0.4,16
3574,CO,Edgewater city,75.6,1.6,1,1.3,44.7
3575,CO,Edwards CDP,86.5,0.5,0.3,0.9,31.4
3576,CO,Elbert CDP,97.8,0,0,0,1.3
3577,CO,Eldora CDP,94.4,0,0.7,0.7,1.4
3578,CO,Eldorado Springs CDP,92.5,0.3,0.9,1.9,4.1
3579,CO,Elizabeth town,94.5,0.3,0.8,0.5,7.5
3580,CO,El Jebel CDP,74.2,0.4,0.4,1.2,39.7
3581,CO,Ellicott CDP,80,1,2.1,0.2,21
3582,CO,El Moro CDP,94.1,0.9,0.9,0,21.3
3583,CO,Empire town,94.3,1.8,0.4,0,3.9
3584,CO,Englewood city,84.4,2.2,1.4,1.9,18.1
3585,CO,Erie town,89.2,0.7,0.4,4.2,8.8
3586,CO,Estes Park town,91,0.3,0.5,1.2,14
3587,CO,Evans city,76.5,0.9,1.2,0.9,43.1
3588,CO,Evergreen CDP,96.6,0.2,0.3,0.8,3.7
3589,CO,Fairmount CDP,95.3,0.2,0.4,1.7,5.7
3590,CO,Fairplay town,92.6,0.7,1,0.4,6
3591,CO,Federal Heights city,71.3,1.3,1.6,4.6,47.6
3592,CO,Firestone town,87.8,0.7,0.8,1.4,16.2
3593,CO,Flagler town,98.9,0.2,0,0,2.7
3594,CO,Fleming town,98,0,0,0,5.1
3595,CO,Florence city,92.3,0.8,1.2,0.8,14.8
3596,CO,Florissant CDP,87.5,0,1.9,0,10.6
3597,CO,Floyd Hill CDP,95.9,0.9,0.4,0.8,3
3598,CO,Fort Carson CDP,74.4,11.5,0.9,2.2,15.4
3599,CO,Fort Collins city,89,1.2,0.6,2.9,10.1
3600,CO,Fort Garland CDP,59.1,0.5,3.7,0.5,85
3601,CO,Fort Lupton city,72.1,0.6,1.6,0.9,55
3602,CO,Fort Morgan city,70.3,6.1,0.9,0.7,43.3
3603,CO,Fountain city,71.9,10,1.6,2.4,19.4
3604,CO,Fowler town,90.5,0,0.3,0.3,18.3
3605,CO,Foxfield town,90.5,1.5,0.6,4.4,3.8
3606,CO,Franktown CDP,95.4,0.8,0.8,2.3,3.5
3607,CO,Fraser town,89.5,0.4,0.3,0.9,13.6
3608,CO,Frederick town,89.3,0.5,0.4,2.1,14.1
3609,CO,Frisco town,94.2,0.4,0.3,1.3,5.2
3610,CO,Fruita city,90.6,0.5,0.9,0.7,12
3611,CO,Fruitvale CDP,91.4,0.4,1.2,0.6,10.3
3612,CO,Fulford CDP,50,0,50,0,0
3613,CO,Garden City town,69.2,0,3,0.4,66.2
3614,CO,Garfield CDP,86.7,0,6.7,0,13.3
3615,CO,Genesee CDP,95.5,0.4,0.5,1.6,3.4
3616,CO,Genoa town,95,3.6,0,0,5.8
3617,CO,Georgetown town,93.9,1.4,1.2,0.8,8.4
3618,CO,Gerrard CDP,94.2,1.1,2.5,0,8.3
3619,CO,Gilcrest town,78.1,0.6,0.9,0.5,55.5
3620,CO,Glendale city,68.7,7.1,0.9,6.4,32.3
3621,CO,Glendale CDP,94.2,1.4,0,0,5.8
3622,CO,Gleneagle CDP,91.3,1.5,0.4,3,5.5
3623,CO,Glenwood Springs city,81.4,1.2,1,0.8,31.5
3624,CO,Golden city,90.6,1.2,0.6,3.8,8.2
3625,CO,Goldfield CDP,91.8,0,0,0,2
3626,CO,Gold Hill CDP,96.5,0,0.9,0.4,3.9
3627,CO,Granada town,72.5,0.4,1.2,0,70.6
3628,CO,Granby town,91.2,0.9,0.5,0.9,9.8
3629,CO,Grand Junction city,88.7,0.8,1,1.1,13.9
3630,CO,Grand Lake town,93.2,0.2,0.8,0.4,7.4
3631,CO,Grand View Estates CDP,89.4,0.9,0,3.8,9.5
3632,CO,Greeley city,79.1,1.7,1.2,1.3,36
